,name,company,year,Price,kms_driven,fuel_type
257,MarutiSuzuki,Maruti,2009,220000,46000,Petrol
258,MarutiSuzuki,Maruti,2013,399999,33000,Diesel
259,MarutiSuzuki,Maruti,2010,249999,36000,Petrol
260,MarutiSuzuki,Maruti,2015,289999,22000,Petrol
261,MiniCooper,Mini,2013,1891111,13500,Petrol
262,NissanTerrano,Nissan,2015,499999,60000,Diesel
263,RenaultDuster,Renault,2013,489999,27000,Diesel
264,RenaultDuster,Renault,2014,489999,59000,Diesel
265,RenaultDuster,Renault,2015,549999,19000,Diesel
266,MarutiSuzuki,Maruti,2013,380000,30000,Petrol
267,RenaultKwid,Renault,2018,325000,15000,Petrol
268,MarutiSuzuki,Maruti,2003,57000,56758,Petrol
269,RenaultKwid,Renault,2018,349999,10000,Petrol
270,RenaultLodgy,Renault,2018,689999,20000,Diesel
271,RenaultScala,Renault,2014,349999,49000,Diesel
272,HyundaiGrand,Hyundai,2014,410000,41000,Petrol
273,MarutiSuzuki,Maruti,2011,225000,45000,Petrol
274,ChevroletBeat,Chevrolet,2010,120000,43000,Petrol
275,TataIndigo,Tata,2016,320000,175430,Diesel
276,HyundaiSantro,Hyundai,2000,59000,56450,Petrol
277,HyundaiFluidic,Hyundai,2015,540000,38000,Diesel
278,ChevroletBeat,Chevrolet,2010,80000,56000,Petrol
279,MahindraQuanto,Mahindra,2013,340000,37000,Diesel
280,FiatPetra,Fiat,2008,75000,65000,Petrol
281,ChevroletBeat,Chevrolet,2015,220000,32700,Petrol
282,SkodaFabia,Skoda,2011,159500,38200,Diesel
283,FordEcoSport,Ford,2016,599000,30000,Diesel
284,HyundaiAccent,Hyundai,2006,80000,56000,Petrol
285,MahindraTUV300,Mahindra,2016,675000,9000,Diesel
286,MiniCooper,Mini,2013,1891111,13000,Petrol
287,MiniCooper,Mini,2013,1891111,13000,Petrol
288,TataIndica,Tata,2008,150000,11000,Petrol
289,MiniCooper,Mini,2013,1891111,13000,Petrol
290,TataIndigo,Tata,2009,72500,46000,Diesel
291,MarutiSuzuki,Maruti,2019,610000,73,Petrol
292,MahindraScorpio,Mahindra,2004,230000,160000,Diesel
293,HondaAccord,Honda,2009,175000,58559,Petrol
294,MahindraScorpio,Mahindra,2015,855000,30000,Diesel
295,ChevroletTavera,Chevrolet,2013,375000,55000,Diesel
296,FordEcoSport,Ford,2014,520000,57000,Diesel
297,MarutiSuzuki,Maruti,2015,524999,50000,Diesel
298,HondaAmaze,Honda,2014,299999,37000,Petrol
299,MarutiSuzuki,Maruti,2012,299999,40000,Petrol
300,HondaCity,Honda,2011,284999,55000,Petrol
301,MahindraScorpio,Mahindra,2007,220000,170000,Diesel
302,MarutiSuzuki,Maruti,2014,424999,55000,Diesel
303,HondaCity,Honda,2015,644999,39000,Petrol
304,HondaMobilio,Honda,2014,399999,44000,Petrol
305,ToyotaCorolla,Toyota,2009,199999,65000,Petrol
306,HondaCity,Honda,2014,584999,39000,Petrol
307,SkodaLaura,Skoda,2012,349999,44000,Diesel
308,RenaultDuster,Renault,2015,449999,49000,Diesel
309,MarutiSuzuki,Maruti,2018,799999,9000,Diesel
310,MarutiSuzuki,Maruti,2015,444999,45000,Diesel
311,MahindraXUV500,Mahindra,2014,649999,47000,Diesel
312,HyundaiVerna,Hyundai,2012,444999,40000,Diesel
313,MarutiSuzuki,Maruti,2016,689999,29000,Diesel
314,MarutiSuzuki,Maruti,2016,344999,15000,Petrol
315,MahindraScorpio,Mahindra,2015,944999,45000,Diesel
316,HondaAmaze,Honda,2014,274999,35000,Petrol
317,MahindraXUV500,Mahindra,2013,689999,80000,Diesel
318,MahindraScorpio,Mahindra,2013,574999,68000,Diesel
319,SkodaLaura,Skoda,2013,374999,50000,Diesel
320,VolkswagenPolo,Volkswagen,2010,199999,60000,Diesel
321,HyundaiElite,Hyundai,2016,549999,9000,Petrol
322,TataManza,Tata,2012,130000,72000,Diesel
323,ChevroletSail,Chevrolet,2013,210000,60000,Petrol
324,RenaultDuster,Renault,2012,501000,38000,Diesel
325,HyundaiVerna,Hyundai,2013,401000,45000,Diesel
326,AudiA4,Audi,2012,1350000,40000,Diesel
327,HyundaiElantra,Hyundai,2013,600000,20000,Petrol
328,MahindraScorpio,Mahindra,2013,610000,35000,Diesel
329,MahindraKUV100,Mahindra,2016,400000,20000,Diesel
330,RenaultScala,Renault,2015,375000,25000,Diesel
331,MahindraQuanto,Mahindra,2013,375000,20000,Diesel
332,HyundaiGrand,Hyundai,2014,365000,20000,Petrol
333,Hyundaii20,Hyundai,2015,500000,18000,Petrol
334,MahindraXylo,Mahindra,2012,400000,35000,Diesel
335,HyundaiGrand,Hyundai,2017,524999,6821,Petrol
336,Hyundaii20,Hyundai,2014,449999,23000,Petrol
337,HyundaiEon,Hyundai,2014,174999,14000,Petrol
338,Hyundaii10,Hyundai,2012,244999,38000,Petrol
339,Hyundaii20,Hyundai,2015,574999,35000,Diesel
340,DatsunRedi,Datsun,2017,244999,22000,Petrol
341,ToyotaEtios,Toyota,2011,239999,41000,Petrol
342,HyundaiAccent,Hyundai,2010,99999,45000,Petrol
343,HyundaiVerna,Hyundai,2014,489999,44000,Diesel
344,MarutiSuzuki,Maruti,2013,324999,45000,Diesel
345,ToyotaFortuner,Toyota,2011,1074999,52000,Diesel
346,Hyundaii10,Hyundai,2012,230000,34000,Petrol
347,MahindraBolero,Mahindra,2018,699000,1800,Diesel
348,MahindraXUV500,Mahindra,2015,1000000,15000,Diesel
349,HondaCity,Honda,2010,240000,400000,Petrol
350,ChevroletSpark,Chevrolet,2009,110000,44000,Petrol
351,MahindraJeep,Mahindra,2019,390000,60,Diesel
352,RenaultDuster,Renault,2012,501000,35000,Diesel
353,MahindraXUV500,Mahindra,2016,1130000,72000,Diesel
354,TataIndigo,Tata,2014,250000,40000,Diesel
355,MahindraBolero,Mahindra,2013,330000,80200,Diesel
356,ForceMotors,Force,2015,580000,3200,Diesel
357,SkodaRapid,Skoda,2013,340000,48000,Diesel
358,TataVista,Tata,2011,120000,90000,Diesel
359,MarutiSuzuki,Maruti,2015,265000,12000,Petrol
360,MarutiSuzuki,Maruti,2012,265000,46000,Diesel
361,MarutiSuzuki,Maruti,2003,85000,69900,Petrol
362,MahindraJeep,Mahindra,2019,379000,0,Diesel
363,Hyundaii10,Hyundai,2011,175000,45000,Petrol
364,MarutiSuzuki,Maruti,2015,219000,5000,Petrol
365,MarutiSuzuki,Maruti,2016,350000,166000,Diesel
366,HondaCity,Honda,2008,149000,42000,Petrol
367,MahindraJeep,Mahindra,2018,385000,588,Diesel
368,MahindraJeep,Mahindra,2006,425000,122,Diesel
369,ChevroletBeat,Chevrolet,2017,150000,62000,Diesel
370,HondaCity,Honda,2010,225000,70000,Petrol
371,HyundaiVerna,Hyundai,2014,375000,36000,Petrol
372,ToyotaInnova,Toyota,2012,770000,0,Diesel
373,MarutiSuzuki,Maruti,1995,30000,55000,Petrol
374,ToyotaEtios,Toyota,2011,275000,36000,Diesel
375,VolkswagenPolo,Volkswagen,2015,330000,38000,Diesel
376,MarutiSuzuki,Maruti,2014,335000,55000,Diesel
377,HyundaiElite,Hyundai,2015,450000,20000,Diesel
378,MarutiSuzuki,Maruti,2012,225000,40000,Petrol
379,MarutiSuzuki,Maruti,2004,80000,50000,Petrol
380,TataIndigo,Tata,2016,130000,104000,Diesel
381,VolkswagenVento,Volkswagen,2011,245000,65000,Diesel
382,MercedesBenz,Mercedes,2002,399000,41000,Petrol
383,MarutiSuzuki,Maruti,2013,450000,90000,Diesel
384,HondaCity,Honda,2000,65000,80000,Petrol
385,HyundaiSantro,Hyundai,2006,75000,46000,Petrol
386,MarutiSuzuki,Maruti,2001,70000,70000,Petrol
387,HyundaiSonata,Hyundai,2017,190000,36469,Diesel
388,HyundaiElite,Hyundai,2018,600000,7800,Petrol
389,VolkswagenVento,Volkswagen,2011,245000,65000,Diesel
390,MarutiSuzuki,Maruti,2017,240000,60000,Petrol
391,MarutiSuzuki,Maruti,2011,155000,32000,Petrol
392,HondaJazz,Honda,2009,169999,24695,Petrol
393,HyundaiGrand,Hyundai,2017,450000,15141,Petrol
394,MarutiSuzuki,Maruti,2001,40000,40000,Petrol
395,MahindraScorpio,Mahindra,2012,165000,65000,Diesel
396,MarutiSuzuki,Maruti,2014,270000,22000,Petrol
397,HyundaiGrand,Hyundai,2016,280000,59910,Diesel
398,MahindraXUV500,Mahindra,2012,560000,100000,Diesel
399,HyundaiCreta,Hyundai,2016,950000,25000,Petrol
400,Hyundaii20,Hyundai,2013,310000,35000,Petrol
401,RenaultDuster,Renault,2015,715000,65000,Diesel
402,HyundaiGrand,Hyundai,2014,340000,35000,Petrol
403,HondaBrio,Honda,2012,235000,33000,Petrol
404,MahindraTUV300,Mahindra,2017,610000,68000,Diesel
405,ChevroletSpark,Chevrolet,2010,95000,23000,Petrol
406,MahindraTUV300,Mahindra,2018,1000000,4500,Diesel
407,MarutiSuzuki,Maruti,2015,220000,129000,Diesel
408,NissanX,Nissan,2019,1200000,300,Diesel
409,MarutiSuzuki,Maruti,2015,230000,5000,Petrol
410,FordIkon,Ford,2001,45000,65000,Petrol
411,ToyotaFortuner,Toyota,2010,940000,131000,Diesel
412,TataManza,Tata,2010,155555,111111,Petrol
413,MercedesBenz,Mercedes,2013,1500000,14000,Petrol
414,ChevroletBeat,Chevrolet,2016,210000,22000,Diesel
415,FordEcoSport,Ford,2013,495000,38000,Diesel
416,TataIndigo,Tata,2016,125000,70000,Diesel
417,Hyundaii20,Hyundai,2010,195000,36000,Petrol
418,VolkswagenVento,Volkswagen,2015,550000,34000,Diesel
419,RenaultKwid,Renault,2015,270000,43000,Petrol
420,FordEcoSport,Ford,2014,500000,40000,Diesel
421,HondaAmaze,Honda,2016,240000,160000,Diesel
422,HyundaiVerna,Hyundai,2017,800000,12000,Petrol
423,BMW5,BMW,2011,1299000,49000,Diesel
424,SkodaSuperb,Skoda,2011,530000,68000,Petrol
425,AudiQ3,Audi,2013,1499000,37000,Diesel
426,MahindraBolero,Mahindra,2012,220000,59466,Diesel
427,MahindraScorpio,Mahindra,2015,900000,97200,Diesel
428,FordFigo,Ford,2012,250000,99000,Diesel
429,MarutiSuzuki,Maruti,2018,395000,25500,Petrol
430,MahindraLogan,Mahindra,2009,130000,66000,Petrol
431,TataNano,Tata,2010,32000,44005,Petrol
432,MahindraTUV300,Mahindra,2016,540000,35000,Diesel
433,MahindraTUV300,Mahindra,2016,540000,35000,Diesel
434,HyundaiElite,Hyundai,2015,405000,28000,Petrol
435,HyundaiElite,Hyundai,2015,400000,30000,Petrol
436,HondaCity,Honda,2017,760000,4000,Petrol
437,MarutiSuzuki,Maruti,2016,500000,28000,Petrol
438,FordFigo,Ford,2011,175000,75000,Petrol
439,MahindraScorpio,Mahindra,2015,900000,97200,Diesel
440,HondaCity,Honda,2017,750000,3000,Petrol
441,HyundaiElite,Hyundai,2015,419000,20000,Petrol
442,MarutiSuzuki,Maruti,2004,90000,50000,Petrol
443,HyundaiEon,Hyundai,2018,140000,2110,Petrol
444,MitsubishiPajero,Mitsubishi,2015,1540000,43222,Petrol
445,Hyundaii10,Hyundai,2008,275000,100200,Petrol
446,ToyotaCorolla,Toyota,2003,150000,100000,Petrol
447,MarutiSuzuki,Maruti,2011,230000,65,Petrol
448,TataIndigo,Tata,2015,123000,100000,Diesel
449,MahindraScorpio,Mahindra,2015,900000,97200,Diesel
450,MahindraScorpio,Mahindra,2015,900000,97200,Diesel
451,HyundaiXcent,Hyundai,2016,300000,140000,Diesel
452,HondaCity,Honda,2015,499999,55000,Petrol
453,HyundaiAccent,Hyundai,2009,165000,48000,Petrol
454,MarutiSuzuki,Maruti,2016,498000,22000,Petrol
455,TataZest,Tata,2018,480000,103553,Diesel
456,MarutiSuzuki,Maruti,2017,488000,80000,Diesel
457,TataSumo,Tata,2014,250000,99000,Diesel
458,ToyotaCorolla,Toyota,2010,220000,58000,Petrol
459,MarutiSuzuki,Maruti,2013,290000,70000,LPG
460,ToyotaFortuner,Toyota,2015,1525000,120000,Diesel
461,MahindraXUV500,Mahindra,2013,548900,49800,Diesel
462,TataTigor,Tata,2019,650000,100,Diesel
463,MarutiSuzuki,Maruti,2001,55000,81876,Petrol
464,MarutiSuzuki,Maruti,2015,550000,75000,Petrol
465,MarutiSuzuki,Maruti,2004,90000,50000,Petrol
466,HondaMobilio,Honda,2014,399000,44000,Diesel
467,MarutiSuzuki,Maruti,2016,730000,55000,Diesel
468,MarutiSuzuki,Maruti,2017,725000,36000,Diesel
469,HyundaiVerna,Hyundai,2016,195000,56000,Diesel
470,MarutiSuzuki,Maruti,2007,130000,62000,Petrol
471,ToyotaFortuner,Toyota,2015,1525000,120000,Diesel
472,MarutiSuzuki,Maruti,2014,190000,6020,Petrol
473,HondaAmaze,Honda,2013,250000,55700,Diesel
474,TataIndica,Tata,2005,80000,42000,Petrol
475,HyundaiSantro,Hyundai,2003,120000,50000,Petrol
476,MarutiSuzuki,Maruti,2010,149000,35000,Petrol
477,MarutiSuzuki,Maruti,2014,250000,18500,Petrol
478,MarutiSuzuki,Maruti,2007,120000,7000,Petrol
479,HondaBrio,Honda,2017,450000,11000,Petrol
480,MarutiSuzuki,Maruti,2003,99999,53000,Petrol
481,MarutiSuzuki,Maruti,2008,135000,23000,Petrol
482,MarutiSuzuki,Maruti,2016,225000,35500,Diesel
483,MarutiSuzuki,Maruti,2010,99000,22134,Petrol
484,RenaultKwid,Renault,2019,370000,1000,Petrol
485,TataNano,Tata,2010,52000,9000,Petrol
486,JaguarXE,Jaguar,2016,2800000,8500,Petrol
487,HyundaiEon,Hyundai,2014,190000,35000,Petrol
488,HondaCity,Honda,2014,499000,22000,Petrol
489,HindustanMotors,Hindustan,2002,90000,25000,Diesel
490,MarutiSuzuki,Maruti,2010,149000,40000,Petrol
491,HyundaiGrand,Hyundai,2017,400000,20000,Petrol
492,HyundaiEon,Hyundai,2016,120000,87000,Petrol
493,MarutiSuzuki,Maruti,2015,250000,55000,Petrol
494,MarutiSuzuki,Maruti,2017,375000,23000,Petrol
495,HondaAmaze,Honda,2014,381000,6000,Petrol
496,MarutiSuzuki,Maruti,2013,180000,65000,Petrol
497,MarutiSuzuki,Maruti,2016,580000,25000,Diesel
498,MarutiSuzuki,Maruti,2015,278000,39000,Petrol
499,HyundaiCreta,Hyundai,2016,1000000,8000,Petrol
500,MahindraScorpio,Mahindra,2013,690000,75000,Diesel
501,MarutiSuzuki,Maruti,2012,480000,51000,Diesel
502,MitsubishiLancer,Mitsubishi,2006,85000,50000,Petrol
503,MarutiSuzuki,Maruti,2001,40000,75000,Petrol
504,MarutiSuzuki,Maruti,2015,90000,55800,Petrol
505,HyundaiGrand,Hyundai,2015,340000,53000,Petrol
506,HyundaiEon,Hyundai,2018,260000,25000,Petrol
507,FordFiesta,Ford,2009,250000,56400,Petrol
508,MarutiSuzuki,Maruti,2010,180000,72160,Diesel
509,HyundaiVerna,Hyundai,2012,350000,10000,Diesel
510,MarutiSuzuki,Maruti,2006,90001,48000,Petrol
511,MarutiSuzuki,Maruti,2007,115000,36000,Petrol
512,AudiA6,Audi,2012,1599000,11500,Diesel
513,MarutiSuzuki,Maruti,2003,130000,133000,Petrol
514,MarutiSuzuki,Maruti,2009,159000,27000,Petrol
515,MarutiSuzuki,Maruti,2009,160000,35000,Petrol
516,MarutiSuzuki,Maruti,2010,110000,55000,Petrol
517,MarutiSuzuki,Maruti,2016,425000,40000,Petrol
518,HyundaiVerna,Hyundai,2019,900000,2000,Petrol
519,MarutiSuzuki,Maruti,2009,150000,45000,Petrol
520,HyundaiGetz,Hyundai,2009,110000,20000,Petrol
521,HyundaiSantro,Hyundai,2000,51999,88000,Petrol
522,HyundaiGetz,Hyundai,2009,115000,20000,Petrol
523,ChevroletBeat,Chevrolet,2012,215000,65422,Diesel
524,FordEcoSport,Ford,2017,580000,10000,Petrol
525,MarutiSuzuki,Maruti,2013,380000,35000,Petrol
526,HyundaiFluidic,Hyundai,2013,350000,117000,Diesel
527,TataIndica,Tata,2005,35000,150000,Diesel
528,BMWX1,BMW,2011,1150000,72000,Diesel
529,Hyundaii20,Hyundai,2010,300000,10750,Petrol
530,HondaCity,Honda,2009,269000,55000,Petrol
531,TataNano,Tata,2013,60000,6800,Petrol
532,ChevroletCruze,Chevrolet,2014,400000,41000,Diesel
533,HyundaiVerna,Hyundai,2015,430000,73000,Diesel
534,MarutiSuzuki,Maruti,2011,140000,65000,Diesel
535,MahindraXUV500,Mahindra,2014,8500003,45000,Diesel
536,MahindraXUV500,Mahindra,2018,1299000,40000,Diesel
537,MarutiSuzuki,Maruti,2014,199000,37000,Petrol
538,HyundaiAccent,Hyundai,2006,90000,55000,Petrol
539,ForceMotors,Force,2013,550000,140000,Diesel
540,MarutiSuzuki,Maruti,2019,265000,9800,Petrol
541,ChevroletSpark,Chevrolet,2011,100000,27000,Petrol
542,Hyundaii10,Hyundai,2009,215000,27000,Petrol
543,ToyotaEtios,Toyota,2012,380000,20000,Diesel
544,RenaultDuster,Renault,2013,401919,57923,Diesel
545,ChevroletEnjoy,Chevrolet,2014,490000,30201,Diesel
546,MarutiSuzuki,Maruti,2017,280000,6200,Petrol
547,BMW5,BMW,2009,650000,37518,Petrol
548,ToyotaEtios,Toyota,2014,160000,24652,Petrol
549,MahindraJeep,Mahindra,2004,424000,383,Diesel
550,ChevroletBeat,Chevrolet,2016,225000,95000,Diesel
551,ChevroletCruze,Chevrolet,2011,350000,35000,Diesel
552,JeepWrangler,Jeep,2015,950000,3528,Diesel
553,MarutiSuzuki,Maruti,2013,485000,52500,Diesel
554,HyundaiVerna,Hyundai,2010,205000,47900,Diesel
555,MarutiSuzuki,Maruti,2012,160000,14000,Petrol
556,MarutiSuzuki,Maruti,2018,310000,37000,Petrol
557,TataZest,Tata,2017,180000,90000,Diesel
558,MahindraXUV500,Mahindra,2013,549900,52800,Diesel
559,TataIndigo,Tata,2016,150000,104000,Diesel
560,Hyundaii10,Hyundai,2011,175000,30000,Petrol
561,TataIndigo,Tata,2014,95000,195000,Diesel
562,TataIndigo,Tata,2016,230000,104000,Diesel
563,TataIndigo,Tata,2016,230000,104000,Diesel
564,TataIndigo,Tata,2004,180000,70000,Diesel
565,HyundaiXcent,Hyundai,2015,400000,43000,Diesel
566,HyundaiEon,Hyundai,2013,185000,23000,Petrol
567,RenaultDuster,Renault,2015,385000,51000,Diesel
568,MarutiSuzuki,Maruti,2009,90000,62000,Petrol
569,TataNano,Tata,2010,32000,48008,Petrol
570,RenaultDuster,Renault,2013,435000,39000,Diesel
571,MarutiSuzuki,Maruti,2010,225000,40000,Petrol
572,MarutiSuzuki,Maruti,2006,189700,48247,Petrol
573,MarutiSuzuki,Maruti,2012,389700,39000,Diesel
574,MarutiSuzuki,Maruti,2014,365000,23000,Petrol
575,MarutiSuzuki,Maruti,2017,360000,9400,Petrol
576,Hyundaii20,Hyundai,2010,210000,50000,Petrol
577,Hyundaii10,Hyundai,2009,170000,75000,Petrol
578,TataZest,Tata,2017,380000,70000,Diesel
579,MahindraXylo,Mahindra,2009,295000,64000,Diesel
580,ToyotaCorolla,Toyota,2010,185000,55000,Petrol
581,TataManza,Tata,2014,160000,200000,Diesel
582,RenaultKwid,Renault,2018,290000,2137,Petrol
583,TataVenture,Tata,2013,100000,30000,Diesel
584,MarutiSuzuki,Maruti,2014,315000,44000,Petrol
585,SkodaOctavia,Skoda,2006,114990,65000,Diesel
586,MarutiSuzuki,Maruti,2012,120000,160000,LPG
587,ChevroletBeat,Chevrolet,2011,125000,56000,Diesel
588,TataSumo,Tata,2012,210000,75000,Diesel
589,HyundaiVerna,Hyundai,2018,855000,42000,Diesel
590,TataSumo,Tata,2012,210000,75000,Diesel
591,MahindraScorpio,Mahindra,2007,260000,56000,Diesel
592,MarutiSuzuki,Maruti,2002,95000,10544,Petrol
593,MarutiSuzuki,Maruti,2011,255000,64000,Petrol
594,MahindraScorpio,Mahindra,2008,300000,70000,Diesel
595,HyundaiGrand,Hyundai,2014,340000,25000,Petrol
596,HyundaiElite,Hyundai,2017,550000,15000,Petrol
597,FordIkon,Ford,2003,60000,50000,Petrol
598,ToyotaInnova,Toyota,2011,750000,147000,Diesel
599,NissanSunny,Nissan,2011,230000,52000,Petrol
600,ChevroletBeat,Chevrolet,2012,130000,90001,Diesel
601,MarutiSuzuki,Maruti,2017,270000,21000,Petrol
602,MarutiSuzuki,Maruti,2012,280000,48006,Diesel
603,MarutiSuzuki,Maruti,2012,280000,48006,Diesel
604,MarutiSuzuki,Maruti,2012,280000,48006,Diesel
605,ToyotaInnova,Toyota,2012,600000,80000,Diesel
606,MarutiSuzuki,Maruti,2010,190000,74000,Diesel
607,HyundaiElite,Hyundai,2015,500000,22000,Petrol
608,MahindraXUV500,Mahindra,2016,1065000,41000,Diesel
609,VolkswagenPolo,Volkswagen,2015,350000,25000,Diesel
610,ToyotaEtios,Toyota,2012,350000,85000,Diesel
611,MahindraTUV300,Mahindra,2016,540000,29500,Diesel
612,HyundaiElite,Hyundai,2015,470000,30000,Petrol
613,HyundaiSantro,Hyundai,2014,179000,57000,Petrol
